d,sigma,theta
0.006,0.12,0.69
0.007,0.12,0.69
0.008,0.12,0.69
0.009,0.12,0.69
0.01,0.12,0.69
0.011,0.12,0.69
0.012,0.12,0.69
0.013,0.12,0.69
0.014,0.12,0.69
0.015,0.12,0.69
0.016,0.12,0.69
0.017,0.12,0.69
0.018,0.12,0.69
0.019,0.12,0.69
0.02,0.12,0.69
0.001,0.13,0.69
0.002,0.13,0.69
0.003,0.13,0.69
0.004,0.13,0.69
0.005,0.13,0.69
0.006,0.13,0.69
0.007,0.13,0.69
0.008,0.13,0.69
0.009,0.13,0.69
0.01,0.13,0.69
0.011,0.13,0.69
0.012,0.13,0.69
0.013,0.13,0.69
0.014,0.13,0.69
0.015,0.13,0.69
0.016,0.13,0.69
0.017,0.13,0.69
0.018,0.13,0.69
0.019,0.13,0.69
0.02,0.13,0.69
0.001,0.14,0.69
0.002,0.14,0.69
0.003,0.14,0.69
0.004,0.14,0.69
0.005,0.14,0.69
0.006,0.14,0.69
0.007,0.14,0.69
0.008,0.14,0.69
0.009,0.14,0.69
0.01,0.14,0.69
0.011,0.14,0.69
0.012,0.14,0.69
0.013,0.14,0.69
0.014,0.14,0.69
0.015,0.14,0.69
0.016,0.14,0.69
0.017,0.14,0.69
0.018,0.14,0.69
0.019,0.14,0.69
0.02,0.14,0.69
0.001,0.15,0.69
0.002,0.15,0.69
0.003,0.15,0.69
0.004,0.15,0.69
0.005,0.15,0.69
0.006,0.15,0.69
0.007,0.15,0.69
0.008,0.15,0.69
0.009,0.15,0.69
0.01,0.15,0.69
0.011,0.15,0.69
0.012,0.15,0.69
0.013,0.15,0.69
0.014,0.15,0.69
0.015,0.15,0.69
0.016,0.15,0.69
0.017,0.15,0.69
0.018,0.15,0.69
0.019,0.15,0.69
0.02,0.15,0.69
0.001,0.16,0.69
0.002,0.16,0.69
0.003,0.16,0.69
0.004,0.16,0.69
0.005,0.16,0.69
0.006,0.16,0.69
0.007,0.16,0.69
0.008,0.16,0.69
0.009,0.16,0.69
0.01,0.16,0.69
0.011,0.16,0.69
0.012,0.16,0.69
0.013,0.16,0.69
0.014,0.16,0.69
0.015,0.16,0.69
0.016,0.16,0.69
0.017,0.16,0.69
0.018,0.16,0.69
0.019,0.16,0.69
0.02,0.16,0.69
0.001,0.17,0.69
0.002,0.17,0.69
0.003,0.17,0.69
0.004,0.17,0.69
0.005,0.17,0.69
0.006,0.17,0.69
0.007,0.17,0.69
0.008,0.17,0.69
0.009,0.17,0.69
0.01,0.17,0.69
0.011,0.17,0.69
0.012,0.17,0.69
0.013,0.17,0.69
0.014,0.17,0.69
0.015,0.17,0.69
0.016,0.17,0.69
0.017,0.17,0.69
0.018,0.17,0.69
0.019,0.17,0.69
0.02,0.17,0.69
0.001,0.18,0.69
0.002,0.18,0.69
0.003,0.18,0.69
0.004,0.18,0.69
0.005,0.18,0.69
0.006,0.18,0.69
0.007,0.18,0.69
0.008,0.18,0.69
0.009,0.18,0.69
0.01,0.18,0.69
0.011,0.18,0.69
0.012,0.18,0.69
0.013,0.18,0.69
0.014,0.18,0.69
0.015,0.18,0.69
0.016,0.18,0.69
0.017,0.18,0.69
0.018,0.18,0.69
0.019,0.18,0.69
0.02,0.18,0.69
0.001,0.19,0.69
0.002,0.19,0.69
0.003,0.19,0.69
0.004,0.19,0.69
0.005,0.19,0.69
0.006,0.19,0.69
0.007,0.19,0.69
0.008,0.19,0.69
0.009,0.19,0.69
0.01,0.19,0.69
0.011,0.19,0.69
0.012,0.19,0.69
0.013,0.19,0.69
0.014,0.19,0.69
0.015,0.19,0.69
0.016,0.19,0.69
0.017,0.19,0.69
0.018,0.19,0.69
0.019,0.19,0.69
0.02,0.19,0.69
0.001,0.2,0.69
0.002,0.2,0.69
0.003,0.2,0.69
0.004,0.2,0.69
0.005,0.2,0.69
0.006,0.2,0.69
0.007,0.2,0.69
0.008,0.2,0.69
0.009,0.2,0.69
0.01,0.2,0.69
0.011,0.2,0.69
0.012,0.2,0.69
0.013,0.2,0.69
0.014,0.2,0.69
0.015,0.2,0.69
0.016,0.2,0.69
0.017,0.2,0.69
0.018,0.2,0.69
0.019,0.2,0.69
0.02,0.2,0.69
0.001,0.01,0.72
0.002,0.01,0.72
0.003,0.01,0.72
0.004,0.01,0.72
0.005,0.01,0.72
0.006,0.01,0.72
0.007,0.01,0.72
0.008,0.01,0.72
0.009,0.01,0.72
0.01,0.01,0.72
0.011,0.01,0.72
0.012,0.01,0.72
0.013,0.01,0.72
0.014,0.01,0.72
0.015,0.01,0.72
0.016,0.01,0.72
0.017,0.01,0.72
0.018,0.01,0.72
0.019,0.01,0.72
0.02,0.01,0.72
0.001,0.02,0.72
0.002,0.02,0.72
0.003,0.02,0.72
0.004,0.02,0.72
0.005,0.02,0.72
0.006,0.02,0.72
0.007,0.02,0.72
0.008,0.02,0.72
0.009,0.02,0.72
0.01,0.02,0.72
0.011,0.02,0.72
0.012,0.02,0.72
0.013,0.02,0.72
0.014,0.02,0.72
0.015,0.02,0.72
0.016,0.02,0.72
0.017,0.02,0.72
0.018,0.02,0.72
0.019,0.02,0.72
0.02,0.02,0.72
0.001,0.03,0.72
0.002,0.03,0.72
0.003,0.03,0.72
0.004,0.03,0.72
0.005,0.03,0.72
0.006,0.03,0.72
0.007,0.03,0.72
0.008,0.03,0.72
0.009,0.03,0.72
0.01,0.03,0.72
0.011,0.03,0.72
0.012,0.03,0.72
0.013,0.03,0.72
0.014,0.03,0.72
0.015,0.03,0.72
0.016,0.03,0.72
0.017,0.03,0.72
0.018,0.03,0.72
0.019,0.03,0.72
0.02,0.03,0.72
0.001,0.04,0.72
0.002,0.04,0.72
0.003,0.04,0.72
0.004,0.04,0.72
0.005,0.04,0.72
0.006,0.04,0.72
0.007,0.04,0.72
0.008,0.04,0.72
0.009,0.04,0.72
0.01,0.04,0.72
0.011,0.04,0.72
0.012,0.04,0.72
0.013,0.04,0.72
0.014,0.04,0.72
0.015,0.04,0.72
0.016,0.04,0.72
0.017,0.04,0.72
0.018,0.04,0.72
0.019,0.04,0.72
0.02,0.04,0.72
0.001,0.05,0.72
0.002,0.05,0.72
0.003,0.05,0.72
0.004,0.05,0.72
0.005,0.05,0.72
0.006,0.05,0.72
0.007,0.05,0.72
0.008,0.05,0.72
0.009,0.05,0.72
0.01,0.05,0.72
0.011,0.05,0.72
0.012,0.05,0.72
0.013,0.05,0.72
0.014,0.05,0.72
0.015,0.05,0.72
0.016,0.05,0.72
0.017,0.05,0.72
0.018,0.05,0.72
0.019,0.05,0.72
0.02,0.05,0.72
0.001,0.06,0.72
0.002,0.06,0.72
0.003,0.06,0.72
0.004,0.06,0.72
0.005,0.06,0.72
0.006,0.06,0.72
0.007,0.06,0.72
0.008,0.06,0.72
0.009,0.06,0.72
0.01,0.06,0.72
0.011,0.06,0.72
0.012,0.06,0.72
0.013,0.06,0.72
0.014,0.06,0.72
0.015,0.06,0.72
0.016,0.06,0.72
0.017,0.06,0.72
0.018,0.06,0.72
0.019,0.06,0.72
0.02,0.06,0.72
0.001,0.07,0.72
0.002,0.07,0.72
0.003,0.07,0.72
0.004,0.07,0.72
0.005,0.07,0.72
0.006,0.07,0.72
0.007,0.07,0.72
0.008,0.07,0.72
0.009,0.07,0.72
0.01,0.07,0.72
0.011,0.07,0.72
0.012,0.07,0.72
0.013,0.07,0.72
0.014,0.07,0.72
0.015,0.07,0.72
0.016,0.07,0.72
0.017,0.07,0.72
0.018,0.07,0.72
0.019,0.07,0.72
0.02,0.07,0.72
0.001,0.08,0.72
0.002,0.08,0.72
0.003,0.08,0.72
0.004,0.08,0.72
0.005,0.08,0.72
0.006,0.08,0.72
0.007,0.08,0.72
0.008,0.08,0.72
0.009,0.08,0.72
0.01,0.08,0.72
0.011,0.08,0.72
0.012,0.08,0.72
0.013,0.08,0.72
0.014,0.08,0.72
0.015,0.08,0.72
0.016,0.08,0.72
0.017,0.08,0.72
0.018,0.08,0.72
0.019,0.08,0.72
0.02,0.08,0.72
0.001,0.09,0.72
0.002,0.09,0.72
0.003,0.09,0.72
0.004,0.09,0.72
0.005,0.09,0.72
0.006,0.09,0.72
0.007,0.09,0.72
0.008,0.09,0.72
0.009,0.09,0.72
0.01,0.09,0.72
0.011,0.09,0.72
0.012,0.09,0.72
0.013,0.09,0.72
0.014,0.09,0.72
0.015,0.09,0.72
0.016,0.09,0.72
0.017,0.09,0.72
0.018,0.09,0.72
0.019,0.09,0.72
0.02,0.09,0.72
0.001,0.1,0.72
0.002,0.1,0.72
0.003,0.1,0.72
0.004,0.1,0.72
0.005,0.1,0.72
0.006,0.1,0.72
0.007,0.1,0.72
0.008,0.1,0.72
0.009,0.1,0.72
0.01,0.1,0.72
0.011,0.1,0.72
0.012,0.1,0.72
0.013,0.1,0.72
0.014,0.1,0.72
0.015,0.1,0.72
0.016,0.1,0.72
0.017,0.1,0.72
0.018,0.1,0.72
0.019,0.1,0.72
0.02,0.1,0.72
0.001,0.11,0.72
0.002,0.11,0.72
0.003,0.11,0.72
0.004,0.11,0.72
0.005,0.11,0.72
0.006,0.11,0.72
0.007,0.11,0.72
0.008,0.11,0.72
0.009,0.11,0.72
0.01,0.11,0.72
0.011,0.11,0.72
0.012,0.11,0.72
0.013,0.11,0.72
0.014,0.11,0.72
0.015,0.11,0.72
0.016,0.11,0.72
0.017,0.11,0.72
0.018,0.11,0.72
0.019,0.11,0.72
0.02,0.11,0.72
0.001,0.12,0.72
0.002,0.12,0.72
0.003,0.12,0.72
0.004,0.12,0.72
0.005,0.12,0.72
0.006,0.12,0.72
0.007,0.12,0.72
0.008,0.12,0.72
0.009,0.12,0.72
0.01,0.12,0.72
0.011,0.12,0.72
0.012,0.12,0.72
0.013,0.12,0.72
0.014,0.12,0.72
0.015,0.12,0.72
0.016,0.12,0.72
0.017,0.12,0.72
0.018,0.12,0.72
0.019,0.12,0.72
0.02,0.12,0.72
0.001,0.13,0.72
0.002,0.13,0.72
0.003,0.13,0.72
0.004,0.13,0.72
0.005,0.13,0.72
0.006,0.13,0.72
0.007,0.13,0.72
0.008,0.13,0.72
0.009,0.13,0.72
0.01,0.13,0.72
0.011,0.13,0.72
0.012,0.13,0.72
0.013,0.13,0.72
0.014,0.13,0.72
0.015,0.13,0.72
0.016,0.13,0.72
0.017,0.13,0.72
0.018,0.13,0.72
0.019,0.13,0.72
0.02,0.13,0.72
0.001,0.14,0.72
0.002,0.14,0.72
0.003,0.14,0.72
0.004,0.14,0.72
0.005,0.14,0.72
0.006,0.14,0.72
0.007,0.14,0.72
0.008,0.14,0.72
0.009,0.14,0.72
0.01,0.14,0.72
0.011,0.14,0.72
0.012,0.14,0.72
0.013,0.14,0.72
0.014,0.14,0.72
0.015,0.14,0.72
0.016,0.14,0.72
0.017,0.14,0.72
0.018,0.14,0.72
0.019,0.14,0.72
0.02,0.14,0.72
0.001,0.15,0.72
0.002,0.15,0.72
0.003,0.15,0.72
0.004,0.15,0.72
0.005,0.15,0.72
0.006,0.15,0.72
0.007,0.15,0.72
0.008,0.15,0.72
0.009,0.15,0.72
0.01,0.15,0.72
0.011,0.15,0.72
0.012,0.15,0.72
0.013,0.15,0.72
0.014,0.15,0.72
0.015,0.15,0.72
0.016,0.15,0.72
0.017,0.15,0.72
0.018,0.15,0.72
0.019,0.15,0.72
0.02,0.15,0.72
0.001,0.16,0.72
0.002,0.16,0.72
0.003,0.16,0.72
0.004,0.16,0.72
0.005,0.16,0.72
0.006,0.16,0.72
0.007,0.16,0.72
0.008,0.16,0.72
0.009,0.16,0.72
0.01,0.16,0.72
0.011,0.16,0.72
0.012,0.16,0.72
0.013,0.16,0.72
0.014,0.16,0.72
0.015,0.16,0.72
0.016,0.16,0.72
0.017,0.16,0.72
0.018,0.16,0.72
0.019,0.16,0.72
0.02,0.16,0.72
0.001,0.17,0.72
0.002,0.17,0.72
0.003,0.17,0.72
0.004,0.17,0.72
0.005,0.17,0.72
0.006,0.17,0.72
0.007,0.17,0.72
0.008,0.17,0.72
0.009,0.17,0.72
0.01,0.17,0.72
0.011,0.17,0.72
0.012,0.17,0.72
0.013,0.17,0.72
0.014,0.17,0.72
0.015,0.17,0.72
0.016,0.17,0.72
0.017,0.17,0.72
0.018,0.17,0.72
0.019,0.17,0.72
0.02,0.17,0.72
0.001,0.18,0.72
0.002,0.18,0.72
0.003,0.18,0.72
0.004,0.18,0.72
0.005,0.18,0.72
0.006,0.18,0.72
0.007,0.18,0.72
0.008,0.18,0.72
0.009,0.18,0.72
0.01,0.18,0.72
0.011,0.18,0.72
0.012,0.18,0.72
0.013,0.18,0.72
0.014,0.18,0.72
0.015,0.18,0.72
0.016,0.18,0.72
0.017,0.18,0.72
0.018,0.18,0.72
0.019,0.18,0.72
0.02,0.18,0.72
0.001,0.19,0.72
0.002,0.19,0.72
0.003,0.19,0.72
0.004,0.19,0.72
0.005,0.19,0.72
0.006,0.19,0.72
0.007,0.19,0.72
0.008,0.19,0.72
0.009,0.19,0.72
0.01,0.19,0.72
0.011,0.19,0.72
0.012,0.19,0.72
0.013,0.19,0.72
0.014,0.19,0.72
0.015,0.19,0.72
0.016,0.19,0.72
0.017,0.19,0.72
0.018,0.19,0.72
0.019,0.19,0.72
0.02,0.19,0.72
0.001,0.2,0.72
0.002,0.2,0.72
0.003,0.2,0.72
0.004,0.2,0.72
0.005,0.2,0.72
0.006,0.2,0.72
0.007,0.2,0.72
0.008,0.2,0.72
0.009,0.2,0.72
0.01,0.2,0.72
0.011,0.2,0.72
0.012,0.2,0.72
0.013,0.2,0.72
0.014,0.2,0.72
0.015,0.2,0.72
0.016,0.2,0.72
0.017,0.2,0.72
0.018,0.2,0.72
0.019,0.2,0.72
0.02,0.2,0.72
0.001,0.01,0.75
0.002,0.01,0.75
0.003,0.01,0.75
0.004,0.01,0.75
0.005,0.01,0.75
0.006,0.01,0.75
0.007,0.01,0.75
0.008,0.01,0.75
0.009,0.01,0.75
0.01,0.01,0.75
0.011,0.01,0.75
0.012,0.01,0.75
0.013,0.01,0.75
0.014,0.01,0.75
0.015,0.01,0.75
0.016,0.01,0.75
0.017,0.01,0.75
0.018,0.01,0.75
0.019,0.01,0.75
0.02,0.01,0.75
0.001,0.02,0.75
0.002,0.02,0.75
0.003,0.02,0.75
0.004,0.02,0.75
0.005,0.02,0.75
0.006,0.02,0.75
0.007,0.02,0.75
0.008,0.02,0.75
0.009,0.02,0.75
0.01,0.02,0.75
0.011,0.02,0.75
0.012,0.02,0.75
0.013,0.02,0.75
0.014,0.02,0.75
0.015,0.02,0.75
0.016,0.02,0.75
0.017,0.02,0.75
0.018,0.02,0.75
0.019,0.02,0.75
0.02,0.02,0.75
0.001,0.03,0.75
0.002,0.03,0.75
0.003,0.03,0.75
0.004,0.03,0.75
0.005,0.03,0.75
0.006,0.03,0.75
0.007,0.03,0.75
0.008,0.03,0.75
0.009,0.03,0.75
0.01,0.03,0.75
0.011,0.03,0.75
0.012,0.03,0.75
0.013,0.03,0.75
0.014,0.03,0.75
0.015,0.03,0.75
0.016,0.03,0.75
0.017,0.03,0.75
0.018,0.03,0.75
0.019,0.03,0.75
0.02,0.03,0.75
0.001,0.04,0.75
0.002,0.04,0.75
0.003,0.04,0.75
0.004,0.04,0.75
0.005,0.04,0.75
0.006,0.04,0.75
0.007,0.04,0.75
0.008,0.04,0.75
0.009,0.04,0.75
0.01,0.04,0.75
0.011,0.04,0.75
0.012,0.04,0.75
0.013,0.04,0.75
0.014,0.04,0.75
0.015,0.04,0.75
0.016,0.04,0.75
0.017,0.04,0.75
0.018,0.04,0.75
0.019,0.04,0.75
0.02,0.04,0.75
0.001,0.05,0.75
0.002,0.05,0.75
0.003,0.05,0.75
0.004,0.05,0.75
0.005,0.05,0.75
0.006,0.05,0.75
0.007,0.05,0.75
0.008,0.05,0.75
0.009,0.05,0.75
0.01,0.05,0.75
0.011,0.05,0.75
0.012,0.05,0.75
0.013,0.05,0.75
0.014,0.05,0.75
0.015,0.05,0.75
0.016,0.05,0.75
0.017,0.05,0.75
0.018,0.05,0.75
0.019,0.05,0.75
0.02,0.05,0.75
0.001,0.06,0.75
0.002,0.06,0.75
0.003,0.06,0.75
0.004,0.06,0.75
0.005,0.06,0.75
0.006,0.06,0.75
0.007,0.06,0.75
0.008,0.06,0.75
0.009,0.06,0.75
0.01,0.06,0.75
0.011,0.06,0.75
0.012,0.06,0.75
0.013,0.06,0.75
0.014,0.06,0.75
0.015,0.06,0.75
0.016,0.06,0.75
0.017,0.06,0.75
0.018,0.06,0.75
0.019,0.06,0.75
0.02,0.06,0.75
0.001,0.07,0.75
0.002,0.07,0.75
0.003,0.07,0.75
0.004,0.07,0.75
0.005,0.07,0.75
0.006,0.07,0.75
0.007,0.07,0.75
0.008,0.07,0.75
0.009,0.07,0.75
0.01,0.07,0.75
0.011,0.07,0.75
0.012,0.07,0.75
0.013,0.07,0.75
0.014,0.07,0.75
0.015,0.07,0.75
0.016,0.07,0.75
0.017,0.07,0.75
0.018,0.07,0.75
0.019,0.07,0.75
0.02,0.07,0.75
0.001,0.08,0.75
0.002,0.08,0.75
0.003,0.08,0.75
0.004,0.08,0.75
0.005,0.08,0.75
0.006,0.08,0.75
0.007,0.08,0.75
0.008,0.08,0.75
0.009,0.08,0.75
0.01,0.08,0.75
0.011,0.08,0.75
0.012,0.08,0.75
0.013,0.08,0.75
0.014,0.08,0.75
0.015,0.08,0.75
0.016,0.08,0.75
0.017,0.08,0.75
0.018,0.08,0.75
0.019,0.08,0.75
0.02,0.08,0.75
0.001,0.09,0.75
0.002,0.09,0.75
0.003,0.09,0.75
0.004,0.09,0.75
0.005,0.09,0.75
0.006,0.09,0.75
0.007,0.09,0.75
0.008,0.09,0.75
0.009,0.09,0.75
0.01,0.09,0.75
0.011,0.09,0.75
0.012,0.09,0.75
0.013,0.09,0.75
0.014,0.09,0.75
0.015,0.09,0.75
0.016,0.09,0.75
0.017,0.09,0.75
0.018,0.09,0.75
0.019,0.09,0.75
0.02,0.09,0.75
0.001,0.1,0.75
0.002,0.1,0.75
0.003,0.1,0.75
0.004,0.1,0.75
0.005,0.1,0.75
0.006,0.1,0.75
0.007,0.1,0.75
0.008,0.1,0.75
0.009,0.1,0.75
0.01,0.1,0.75
0.011,0.1,0.75
0.012,0.1,0.75
0.013,0.1,0.75
0.014,0.1,0.75
0.015,0.1,0.75
0.016,0.1,0.75
0.017,0.1,0.75
0.018,0.1,0.75
0.019,0.1,0.75
0.02,0.1,0.75
0.001,0.11,0.75
0.002,0.11,0.75
0.003,0.11,0.75
0.004,0.11,0.75
0.005,0.11,0.75
0.006,0.11,0.75
0.007,0.11,0.75
0.008,0.11,0.75
0.009,0.11,0.75
0.01,0.11,0.75
0.011,0.11,0.75
0.012,0.11,0.75
0.013,0.11,0.75
0.014,0.11,0.75
0.015,0.11,0.75
0.016,0.11,0.75
0.017,0.11,0.75
0.018,0.11,0.75
0.019,0.11,0.75
0.02,0.11,0.75
0.001,0.12,0.75
0.002,0.12,0.75
0.003,0.12,0.75
0.004,0.12,0.75
0.005,0.12,0.75
0.006,0.12,0.75
0.007,0.12,0.75
0.008,0.12,0.75
0.009,0.12,0.75
0.01,0.12,0.75
0.011,0.12,0.75
0.012,0.12,0.75
0.013,0.12,0.75
0.014,0.12,0.75
0.015,0.12,0.75
0.016,0.12,0.75
0.017,0.12,0.75
0.018,0.12,0.75
0.019,0.12,0.75
0.02,0.12,0.75
0.001,0.13,0.75
0.002,0.13,0.75
0.003,0.13,0.75
0.004,0.13,0.75
0.005,0.13,0.75
0.006,0.13,0.75
0.007,0.13,0.75
0.008,0.13,0.75
0.009,0.13,0.75
0.01,0.13,0.75
0.011,0.13,0.75
0.012,0.13,0.75
0.013,0.13,0.75
0.014,0.13,0.75
0.015,0.13,0.75
0.016,0.13,0.75
0.017,0.13,0.75
0.018,0.13,0.75
0.019,0.13,0.75
0.02,0.13,0.75
0.001,0.14,0.75
0.002,0.14,0.75
0.003,0.14,0.75
0.004,0.14,0.75
0.005,0.14,0.75
0.006,0.14,0.75
0.007,0.14,0.75
0.008,0.14,0.75
0.009,0.14,0.75
0.01,0.14,0.75
0.011,0.14,0.75
0.012,0.14,0.75
0.013,0.14,0.75
0.014,0.14,0.75
0.015,0.14,0.75
0.016,0.14,0.75
0.017,0.14,0.75
0.018,0.14,0.75
0.019,0.14,0.75
0.02,0.14,0.75
0.001,0.15,0.75
0.002,0.15,0.75
0.003,0.15,0.75
0.004,0.15,0.75
0.005,0.15,0.75
0.006,0.15,0.75
0.007,0.15,0.75
0.008,0.15,0.75
0.009,0.15,0.75
0.01,0.15,0.75
0.011,0.15,0.75
0.012,0.15,0.75
0.013,0.15,0.75
0.014,0.15,0.75
0.015,0.15,0.75
0.016,0.15,0.75
0.017,0.15,0.75
0.018,0.15,0.75
0.019,0.15,0.75
0.02,0.15,0.75
0.001,0.16,0.75
0.002,0.16,0.75
0.003,0.16,0.75
0.004,0.16,0.75
0.005,0.16,0.75
0.006,0.16,0.75
0.007,0.16,0.75
0.008,0.16,0.75
0.009,0.16,0.75
0.01,0.16,0.75
0.011,0.16,0.75
0.012,0.16,0.75
0.013,0.16,0.75
0.014,0.16,0.75
0.015,0.16,0.75
0.016,0.16,0.75
0.017,0.16,0.75
0.018,0.16,0.75
0.019,0.16,0.75
0.02,0.16,0.75
0.001,0.17,0.75
0.002,0.17,0.75
0.003,0.17,0.75
0.004,0.17,0.75
0.005,0.17,0.75
0.006,0.17,0.75
0.007,0.17,0.75
0.008,0.17,0.75
0.009,0.17,0.75
0.01,0.17,0.75
0.011,0.17,0.75
0.012,0.17,0.75
0.013,0.17,0.75
0.014,0.17,0.75
0.015,0.17,0.75
0.016,0.17,0.75
0.017,0.17,0.75
0.018,0.17,0.75
0.019,0.17,0.75
0.02,0.17,0.75
0.001,0.18,0.75
0.002,0.18,0.75
0.003,0.18,0.75
0.004,0.18,0.75
0.005,0.18,0.75
0.006,0.18,0.75
0.007,0.18,0.75
0.008,0.18,0.75
0.009,0.18,0.75
0.01,0.18,0.75
0.011,0.18,0.75
0.012,0.18,0.75
0.013,0.18,0.75
0.014,0.18,0.75
0.015,0.18,0.75
0.016,0.18,0.75
0.017,0.18,0.75
0.018,0.18,0.75
0.019,0.18,0.75
0.02,0.18,0.75
0.001,0.19,0.75
0.002,0.19,0.75
0.003,0.19,0.75
0.004,0.19,0.75
0.005,0.19,0.75
0.006,0.19,0.75
0.007,0.19,0.75
0.008,0.19,0.75
0.009,0.19,0.75
0.01,0.19,0.75
0.011,0.19,0.75
0.012,0.19,0.75
0.013,0.19,0.75
0.014,0.19,0.75
0.015,0.19,0.75
0.016,0.19,0.75
0.017,0.19,0.75
0.018,0.19,0.75
0.019,0.19,0.75
0.02,0.19,0.75
0.001,0.2,0.75
0.002,0.2,0.75
0.003,0.2,0.75
0.004,0.2,0.75
0.005,0.2,0.75
0.006,0.2,0.75
0.007,0.2,0.75
0.008,0.2,0.75
0.009,0.2,0.75
0.01,0.2,0.75
0.011,0.2,0.75
0.012,0.2,0.75
0.013,0.2,0.75
0.014,0.2,0.75
0.015,0.2,0.75
0.016,0.2,0.75
0.017,0.2,0.75
0.018,0.2,0.75
0.019,0.2,0.75
0.02,0.2,0.75
0.001,0.01,0.78
0.002,0.01,0.78
0.003,0.01,0.78
0.004,0.01,0.78
0.005,0.01,0.78
0.006,0.01,0.78
0.007,0.01,0.78
0.008,0.01,0.78
0.009,0.01,0.78
0.01,0.01,0.78
0.011,0.01,0.78
0.012,0.01,0.78
0.013,0.01,0.78
0.014,0.01,0.78
0.015,0.01,0.78
0.016,0.01,0.78
0.017,0.01,0.78
0.018,0.01,0.78
0.019,0.01,0.78
0.02,0.01,0.78
0.001,0.02,0.78
0.002,0.02,0.78
0.003,0.02,0.78
0.004,0.02,0.78
0.005,0.02,0.78
0.006,0.02,0.78
0.007,0.02,0.78
0.008,0.02,0.78
0.009,0.02,0.78
0.01,0.02,0.78
0.011,0.02,0.78
0.012,0.02,0.78
0.013,0.02,0.78
0.014,0.02,0.78
0.015,0.02,0.78
0.016,0.02,0.78
0.017,0.02,0.78
0.018,0.02,0.78
0.019,0.02,0.78
0.02,0.02,0.78
0.001,0.03,0.78
0.002,0.03,0.78
0.003,0.03,0.78
0.004,0.03,0.78
0.005,0.03,0.78
0.006,0.03,0.78
0.007,0.03,0.78
0.008,0.03,0.78
0.009,0.03,0.78
0.01,0.03,0.78
0.011,0.03,0.78
0.012,0.03,0.78
0.013,0.03,0.78
0.014,0.03,0.78
0.015,0.03,0.78
0.016,0.03,0.78
0.017,0.03,0.78
0.018,0.03,0.78
0.019,0.03,0.78
0.02,0.03,0.78
0.001,0.04,0.78
0.002,0.04,0.78
0.003,0.04,0.78
0.004,0.04,0.78
0.005,0.04,0.78
0.006,0.04,0.78
0.007,0.04,0.78
0.008,0.04,0.78
0.009,0.04,0.78
0.01,0.04,0.78
0.011,0.04,0.78
0.012,0.04,0.78
0.013,0.04,0.78
0.014,0.04,0.78
0.015,0.04,0.78
0.016,0.04,0.78
0.017,0.04,0.78
0.018,0.04,0.78
0.019,0.04,0.78
0.02,0.04,0.78
0.001,0.05,0.78
0.002,0.05,0.78
0.003,0.05,0.78
0.004,0.05,0.78
0.005,0.05,0.78
0.006,0.05,0.78
0.007,0.05,0.78
0.008,0.05,0.78
0.009,0.05,0.78
0.01,0.05,0.78
0.011,0.05,0.78
0.012,0.05,0.78
0.013,0.05,0.78
0.014,0.05,0.78
0.015,0.05,0.78
0.016,0.05,0.78
0.017,0.05,0.78
0.018,0.05,0.78
0.019,0.05,0.78
0.02,0.05,0.78
0.001,0.06,0.78
0.002,0.06,0.78
0.003,0.06,0.78
0.004,0.06,0.78
0.005,0.06,0.78
0.006,0.06,0.78
0.007,0.06,0.78
0.008,0.06,0.78
0.009,0.06,0.78
0.01,0.06,0.78
0.011,0.06,0.78
0.012,0.06,0.78
0.013,0.06,0.78
0.014,0.06,0.78
0.015,0.06,0.78
0.016,0.06,0.78
0.017,0.06,0.78
0.018,0.06,0.78
0.019,0.06,0.78
0.02,0.06,0.78
0.001,0.07,0.78
0.002,0.07,0.78
0.003,0.07,0.78
0.004,0.07,0.78
0.005,0.07,0.78
0.006,0.07,0.78
0.007,0.07,0.78
0.008,0.07,0.78
0.009,0.07,0.78
0.01,0.07,0.78
0.011,0.07,0.78
0.012,0.07,0.78
0.013,0.07,0.78
0.014,0.07,0.78
0.015,0.07,0.78
0.016,0.07,0.78
0.017,0.07,0.78
0.018,0.07,0.78
0.019,0.07,0.78
0.02,0.07,0.78
0.001,0.08,0.78
0.002,0.08,0.78
0.003,0.08,0.78
0.004,0.08,0.78
0.005,0.08,0.78
0.006,0.08,0.78
0.007,0.08,0.78
0.008,0.08,0.78
0.009,0.08,0.78
0.01,0.08,0.78
0.011,0.08,0.78
0.012,0.08,0.78
0.013,0.08,0.78
0.014,0.08,0.78
0.015,0.08,0.78
0.016,0.08,0.78
0.017,0.08,0.78
0.018,0.08,0.78
0.019,0.08,0.78
0.02,0.08,0.78
0.001,0.09,0.78
0.002,0.09,0.78
0.003,0.09,0.78
0.004,0.09,0.78
0.005,0.09,0.78
0.006,0.09,0.78
0.007,0.09,0.78
0.008,0.09,0.78
0.009,0.09,0.78
0.01,0.09,0.78
0.011,0.09,0.78
0.012,0.09,0.78
0.013,0.09,0.78
0.014,0.09,0.78
0.015,0.09,0.78
0.016,0.09,0.78
0.017,0.09,0.78
0.018,0.09,0.78
0.019,0.09,0.78
0.02,0.09,0.78
0.001,0.1,0.78
0.002,0.1,0.78
0.003,0.1,0.78
0.004,0.1,0.78
0.005,0.1,0.78
0.006,0.1,0.78
0.007,0.1,0.78
0.008,0.1,0.78
0.009,0.1,0.78
0.01,0.1,0.78
